sport,epreuve,classement,medaille,equipe,participant,resultats,note
Equitation,Saut d obstacles individuel,24,24,N/A,Norvège,13,
Equitation,Saut d obstacles individuel,25,25,N/A,Argentine,20,
Equitation,Saut d obstacles individuel,26,26,N/A,Mexique,ELM,
Equitation,Saut d obstacles individuel,27,26,N/A,Suède,ELM,
Equitation,Saut d obstacles individuel,28,26,N/A,Brésil,RET,
Equitation,Saut d obstacles individuel,29,26,N/A,Irlande,RET,
Equitation,Saut d obstacles individuel,30,26,N/A,Japon,RET,
Equitation,Saut d obstacles individuel,31,31,N/A,Grande-Bretagne,,
Equitation,Saut d obstacles individuel,32,32,N/A,Suède,,
Equitation,Saut d obstacles individuel,33,33,N/A,Irlande,,
Equitation,Saut d obstacles individuel,34,34,N/A,États-Unis d'Amérique,,
Equitation,Saut d obstacles individuel,35,35,N/A,Belgique,,
Equitation,Saut d obstacles individuel,36,36,N/A,Autriche,,
Equitation,Saut d obstacles individuel,37,37,N/A,Canada,,
Equitation,Saut d obstacles individuel,38,38,N/A,France,,
Equitation,Saut d obstacles individuel,39,39,N/A,Espagne,,
Equitation,Saut d obstacles individuel,40,40,N/A,Mexique,,
Equitation,Saut d obstacles individuel,41,41,N/A,Danemark,,
Equitation,Saut d obstacles individuel,42,42,N/A,Israël,,
Equitation,Saut d obstacles individuel,43,43,N/A,Suède,,
Equitation,Saut d obstacles individuel,44,44,N/A,Australie,,
Equitation,Saut d obstacles individuel,45,45,N/A,Suisse,,
Equitation,Saut d obstacles individuel,46,46,N/A,Arabie saoudite,,
Equitation,Saut d obstacles individuel,47,47,N/A,Australie,,
Equitation,Saut d obstacles individuel,48,48,N/A,Portugal,,
Equitation,Saut d obstacles individuel,49,49,N/A,Mexique,,
Equitation,Saut d obstacles individuel,50,50,N/A,Canada,,
Equitation,Saut d obstacles individuel,51,51,N/A,Australie,,
Equitation,Saut d obstacles individuel,52,52,N/A,Pologne,,
Equitation,Saut d obstacles individuel,53,53,N/A,Pologne,,
Equitation,Saut d obstacles individuel,54,54,N/A,Japon,,
Equitation,Saut d obstacles individuel,55,55,N/A,Allemagne,,
Equitation,Saut d obstacles individuel,56,56,N/A,Lettonie,,
Equitation,Saut d obstacles individuel,57,57,N/A,Grèce,,
Equitation,Saut d obstacles individuel,58,58,N/A,Pologne,,
Equitation,Saut d obstacles individuel,59,59,N/A,Autriche,,
Equitation,Saut d obstacles individuel,60,60,N/A,Espagne,,
Equitation,Saut d obstacles individuel,61,61,N/A,Émirats arabes unis,,
Equitation,Saut d obstacles individuel,62,62,N/A,Brésil,,
Equitation,Saut d obstacles individuel,63,63,N/A,Venezuela,,
Equitation,Saut d obstacles individuel,64,64,N/A,Israël,,
Equitation,Saut d obstacles individuel,65,65,N/A,Chili,,
Equitation,Saut d obstacles individuel,66,66,N/A,Colombie,,
Equitation,Saut d obstacles individuel,67,,N/A,Thaïlande,,
Equitation,Saut d obstacles individuel,68,,N/A,Espagne,,
Equitation,Saut d obstacles individuel,69,,N/A,Estonie,,
Equitation,Saut d obstacles individuel,70,,N/A,Israël,,
Equitation,Saut d obstacles individuel,71,,N/A,Japon,,
Equitation,Saut d obstacles individuel,72,,N/A,Lituanie,,
Equitation,Saut d obstacles individuel,73,,N/A,Émirats arabes unis,,
Equitation,Saut d obstacles individuel,74,,N/A,République arabe syrienne,Abandon,
Escrime,Fleuret individuel femmes,1,O,USA,Lee KIEFER,,
Escrime,Fleuret individuel femmes,2,A,USA,Lauren SCRUGGS,,
Escrime,Fleuret individuel femmes,3,B,CAN,Eleanor HARVEY,,
Escrime,Fleuret individuel femmes,4,4,ITA,Alice VOLPI,,
Escrime,Fleuret individuel femmes,5,5,ITA,Arianna ERRIGO,,
Escrime,Fleuret individuel femmes,6,6,ITA,Martina FAVARETTO,,
Escrime,Fleuret individuel femmes,7,7,GER,Anne SAUER,,
Escrime,Fleuret individuel femmes,8,8,HUN,Flora PASZTOR,,
Escrime,Fleuret individuel femmes,9,9,POL,Julia WALCZYK-KLIMASZYK,,
Escrime,Fleuret individuel femmes,10,10,CAN,Jessica Zi Jia GUO,,
Escrime,Fleuret individuel femmes,11,11,FRA,Pauline RANVIER,,
Escrime,Fleuret individuel femmes,12,12,CHN,Qianqian HUANG,,
Escrime,Fleuret individuel femmes,13,13,FRA,Eva LACHERAY,,
Escrime,Fleuret individuel femmes,14,14,ROU,Malina CALUGAREANU,,
Escrime,Fleuret individuel femmes,15,15,HKG,Nok Sze Daphne CHAN,,
Escrime,Fleuret individuel femmes,16,16,CAN,Yunjia ZHANG,,
Escrime,Fleuret individuel femmes,17,17,CHN,Chen Qingyuan,,
Escrime,Fleuret individuel femmes,18,18,USA,Jacqueline DUBROVICH,,
Escrime,Fleuret individuel femmes,19,19,JPN,Sera AZUMA,,
Escrime,Fleuret individuel femmes,20,20,JPN,Yuka UENO,,
Escrime,Fleuret individuel femmes,21,21,EGY,Yara ELSHARKAWY,,
Escrime,Fleuret individuel femmes,22,22,JPN,Karin MIYAWAKI,,
Escrime,Fleuret individuel femmes,23,23,CIV,Maxine Isabel ESTEBAN,,
Escrime,Fleuret individuel femmes,24,24,CHN,Yuting WANG,,
Escrime,Fleuret individuel femmes,25,25,SGP,Amita BERTHIER,,
Escrime,Fleuret individuel femmes,26,26,CHI,Arantza INOSTROZA,,
Escrime,Fleuret individuel femmes,27,27,EGY,Malak HAMZA,,
Escrime,Fleuret individuel femmes,28,28,FRA,Ysaora THIBUS,,
Escrime,Fleuret individuel femmes,29,29,EGY,Sara AMR HOSSNY,,
Escrime,Fleuret individuel femmes,30,30,POL,Hanna LYCZBINSKA,,
Escrime,Fleuret individuel femmes,31,31,POL,Martyna JELINSKA,,
Escrime,Fleuret individuel femmes,32,32,PHI,Samantha Kyle CATANTAN,,
Escrime,Fleuret individuel femmes,33,33,BRA,Mariana PISTOIA,,
Escrime,Fleuret individuel femmes,34,34,MAR,Youssra ZAKARANI,,
Tennis,Simple femmes,1,O,CHN,Qinwen ZHENG,,
Tennis,Simple femmes,2,A,CRO,Donna VEKIC,,
Tennis,Simple femmes,3,B,POL,Iga SWIATEK,,
Tennis,Simple femmes,4,4,SVK,Anna Karolina SCHMIEDLOVA,,
Tennis,Simple femmes,5,=5,USA,Danielle COLLINS,,
Tennis,Simple femmes,6,=5,GER,Angelique KERBER,,
Tennis,Simple femmes,7,=5,UKR,Marta KOSTYUK,,
Tennis,Simple femmes,8,=5,CZE,Barbora KREJCIKOVA,,
Tennis,Simple femmes,9,=9,CAN,Leylah Annie FERNANDEZ,,
Tennis,Simple femmes,10,=9,USA,Coco GAUFF,,
Tennis,Simple femmes,11,=9,USA,Emma NAVARRO,,
Tennis,Simple femmes,12,=9,COL,Maria Camila OSORIO SERRANO,,
Tennis,Simple femmes,13,=9,ITA,Jasmine PAOLINI,,
Tennis,Simple femmes,14,=9,GRE,Maria SAKKARI,,
Tennis,Simple femmes,15,=9,UKR,Elina SVITOLINA,,
Tennis,Simple femmes,16,=9,CHN,Xiyu WANG,,
Tennis,Simple femmes,17,=17,CAN,Bianca ANDREESCU,,
Tennis,Simple femmes,18,=17,ESP,Cristina BUCSA,,
Tennis,Simple femmes,19,=17,FRA,Clara BUREL,,
Tennis,Simple femmes,20,=17,ARG,Maria Lourdes CARLE,,
Tennis,Simple femmes,21,=17,ROU,Jaqueline Adina CRISTIAN,,
Tennis,Simple femmes,22,=17,BRA,Beatriz HADDAD MAIA,,
Tennis,Simple femmes,23,=17,POL,Magda LINETTE,,
Tennis,Simple femmes,24,=17,FRA,Diane PARRY,,
Tennis,Simple femmes,25,=17,USA,Jessica PEGULA,,
Tennis,Simple femmes,26,=17,NED,Arantxa RUS,,
Tennis,Simple femmes,27,=17,MIX,Diana SHNAIDER,,
Tennis,Simple femmes,28,=17,BUL,Viktoriya TOMOVA,,
Tennis,Simple femmes,29,=17,CHN,Xinyu WANG,,
Tennis,Simple femmes,30,=17,DEN,Caroline WOZNIACKI,,
Tennis,Simple femmes,31,=17,UKR,Dayana YASTREMSKA,,
Tennis,Simple femmes,32,=17,CHN,Yue YUAN,,
Tennis,Simple femmes,33,=33,MIX,Ekaterina ALEKSANDROVA,,
Tennis,Simple femmes,34,=33,MIX,Mirra ANDREEVA,,
Tennis,Simple femmes,35,=33,ROU,Irina-Camelia BEGU,,
Tennis,Simple femmes,36,=33,ROU,Ana BOGDAN,,
Tennis,Simple femmes,37,=33,GBR,Katie BOULTER,,
Tennis,Simple femmes,38,=33,ITA,Lucia BRONZETTI,,
Tennis,Simple femmes,39,=33,ITA,Elisabetta COCCIARETTO,,
Tennis,Simple femmes,40,=33,ITA,Sara ERRANI,,
Tennis,Simple femmes,41,=33,POL,Magdalena FRECH,,
Tennis,Simple femmes,42,=33,AUS,Olivia GADECKI,,
Tennis,Simple femmes,43,=33,FRA,Caroline GARCIA,,
Tennis,Simple femmes,44,=33,SUI,Viktorija GOLUBIC,,
Tennis,Simple femmes,45,=33,AUT,Julia GRABHER,,
Tennis,Simple femmes,46,=33,FRA,Varvara GRACHEVA,,
Tennis,Simple femmes,47,=33,GER,Tamara KORPATSCH,,
Tennis,Simple femmes,48,=33,MNE,Danka KOVINIC,,
Tennis,Simple femmes,49,=33,GER,Tatjana MARIA,,
Tennis,Simple femmes,50,=33,CRO,Petra MARTIC,,
Tennis,Simple femmes,51,=33,CZE,Karolina MUCHOVA,,
Tennis,Simple femmes,52,=33,CZE,Linda NOSKOVA,,
Tennis,Simple femmes,53,=33,JPN,Naomi OSAKA,,
Tennis,Simple femmes,54,=33,LAT,Jelena OSTAPENKO,,
Tennis,Simple femmes,55,=33,BRA,Laura PIGOSSI,,
Tennis,Simple femmes,56,=33,ARG,Nadia PODOROSKA,,
Tennis,Simple femmes,57,=33,EGY,Maiar SHERIF,,
Tennis,Simple femmes,58,=33,GER,Laura SIEGEMUND,,
Tennis,Simple femmes,59,=33,CZE,Katerina SINIAKOVA,,
Tennis,Simple femmes,60,=33,ESP,Sara SORRIBES TORMO,,
Tennis,Simple femmes,61,=33,NZL,Lulu SUN,,
Tennis,Simple femmes,62,=33,DEN,Clara TAUSON,,
Tennis,Simple femmes,63,=33,AUS,Ajla TOMLJANOVIC,,
Tennis,Simple femmes,64,=33,JPN,Moyuka UCHIJIMA,,
Athletisme,200m femmes,1,O,USA,Gabrielle THOMAS,21.83,
Athletisme,200m femmes,2,A,LCA,Julien ALFRED,22.08,
Athletisme,200m femmes,3,B,USA,Brittany BROWN,22.20,
Athletisme,200m femmes,4,4,GBR,Dina ASHER-SMITH,22.22,
Athletisme,200m femmes,5,5,GBR,Daryll NEITA,22.23,
Athletisme,200m femmes,6,6,NGR,Favour OFILI,22.24,
Athletisme,200m femmes,7,7,USA,McKenzie LONG,22.42,
Athletisme,200m femmes,8,8,CIV,Jessika GBAI,22.70,
Athletisme,200m femmes,9,,POL,Martyna KOTWILA,,
Athletisme,200m femmes,10,,JAM,Shericka JACKSON,,
Athletisme,200m femmes,11,,BEL,Imke VERVAET,,
Athletisme,200m femmes,12,,ESP,Jael BESTUE,,
Athletisme,200m femmes,13,,BRA,Lorraine MARTINS,,
Athletisme,200m femmes,14,,ECU,Aimara NAZARENO,,
Athletisme,200m femmes,15,,FRA,Gemima JOSEPH,,
Athletisme,200m femmes,16,,SWE,Nora LINDAHL,,
Athletisme,200m femmes,17,,POR,Lorene BAZOLO,,
Athletisme,200m femmes,18,,DEN,Ida KARSTOFT,,
Athletisme,200m femmes,19,,CAN,Audrey LEDUC,,
Athletisme,200m femmes,20,,JAM,Niesha BURGHER,,
Athletisme,200m femmes,21,,CHN,Yuting LI,,
Athletisme,200m femmes,22,,ECU,Nicole CAICEDO,,
Athletisme,200m femmes,23,,BRA,Ana Carolina AZEVEDO,,
Athletisme,200m femmes,24,,POL,Krystsina TSIMANOUSKAYA,,
Athletisme,200m femmes,25,,CAN,Jacqueline MADOGO,,
Athletisme,200m femmes,26,,GAM,Gina BASS,,
Athletisme,200m femmes,27,,JAM,Lanae-Tava THOMAS,,
Athletisme,200m femmes,28,,SUI,Mujinga KAMBUNDJI,,
Athletisme,200m femmes,29,,ECU,Gabriela Anahi SUAREZ,,
Athletisme,200m femmes,30,,AUS,Mia GROSS,,
Athletisme,200m femmes,31,,GBR,Bianca WILLIAMS,,
Athletisme,200m femmes,32,,AUS,Torrie LEWIS,,
Athletisme,200m femmes,33,,FRA,Helene PARISOT,,
Athletisme,200m femmes,34,,SUI,Leonie POINTET,,
Athletisme,200m femmes,35,,GRE,Polyniki EMMANOUILIDOU,,
Athletisme,200m femmes,36,,CYP,Olivia FOTOPOULOU,,
Athletisme,200m femmes,37,,KAZ,Olga BLUDOVA,,
Athletisme,200m femmes,38,,SGP,Veronica Shanti PEREIRA,,
Athletisme,200m femmes,39,,MEX,Cecilia TAMAYO GARZA,,
Athletisme,200m femmes,40,,CIV,Maboundou KONE,,
Athletisme,200m femmes,41,,CIV,Marie-Josee TA LOU,,
Athletisme,200m femmes,42,,ITA,Dalia KADDARI,,
Athletisme,200m femmes,43,,SWE,Julia HENRIKSSON,,
Athletisme,200m femmes,44,,ITA,Anna BONGIORNI,,
Athletisme,200m femmes,45,,IVB,Adaejah HODGE,,
Athletisme,200m femmes,46,,HUN,Boglarka TAKACS,,
Athletisme,200m femmes,47,,NED,Tasa JIYA,,
Tir-a-l-arc,Par equipes hommes,1,O,N/A,République de Corée,,
Tir-a-l-arc,Par equipes hommes,2,A,N/A,France,,
Tir-a-l-arc,Par equipes hommes,3,B,N/A,Türkiye,,
Tir-a-l-arc,Par equipes hommes,4,4,N/A,République populaire de Chine,,
Tir-a-l-arc,Par equipes hommes,5,5,N/A,Inde,,
Tir-a-l-arc,Par equipes hommes,6,6,N/A,Italie,,
Tir-a-l-arc,Par equipes hommes,7,7,N/A,Chinese Taipei,,
Tir-a-l-arc,Par equipes hommes,8,8,N/A,Japon,,
Tir-a-l-arc,Par equipes hommes,9,=9,N/A,Colombie,,
Tir-a-l-arc,Par equipes hommes,10,=9,N/A,Grande-Bretagne,,
Tir-a-l-arc,Par equipes hommes,11,=9,N/A,Kazakhstan,,
Tir-a-l-arc,Par equipes hommes,12,=9,N/A,Mexique,,
Natation,200m nage libre femmes,1,O,AUS,Mollie O'CALLAGHAN,1:53.27,
Natation,200m nage libre femmes,2,A,AUS,Ariarne TITMUS,1:53.81,
Natation,200m nage libre femmes,3,B,HKG,Siobhan Bernadette HAUGHEY,1:54.55,
Natation,200m nage libre femmes,4,4,CAN,Mary-Sophie HARVEY,1:55.29,
Natation,200m nage libre femmes,5,5,CHN,Junxuan YANG,1:55.38,
Natation,200m nage libre femmes,6,6,CZE,Barbora SEEMANOVA,1:55.47,
Natation,200m nage libre femmes,7,7,NZL,Erika FAIRWEATHER,1:55.59,
Natation,200m nage libre femmes,8,8,USA,Claire WEINSTEIN,1:56.60,
Natation,200m nage libre femmes,9,9,USA,Erin GEMMELL,,
Natation,200m nage libre femmes,10,10,CHN,Bingjie LI,,
Natation,200m nage libre femmes,11,11,BRA,Maria Fernanda COSTA,,
Natation,200m nage libre femmes,12,12,RSA,Aimee CANNY,,
Natation,200m nage libre femmes,13,13,BEL,Valentine DUMONT,,
Natation,200m nage libre femmes,14,14,HUN,Lilla Minna ABRAHAM,,
Natation,200m nage libre femmes,15,15,ISL,Snaefridur Sol JORUNNARDOTTIR,,
Natation,200m nage libre femmes,16,16,ROU,Rebecca-Aimee DIACONESCU,,
Natation,200m nage libre femmes,17,17,GER,Julia MROZINSKI,,
Natation,200m nage libre femmes,18,18,MGL,Enkhkhuslen BATBAYAR,,
Natation,200m nage libre femmes,19,19,ISR,Lea POLONSKY,,
Natation,200m nage libre femmes,20,20,VEN,Maria Victoria YEGRES COTTIN,,
Natation,200m nage libre femmes,21,21,CUB,Andrea BECALI,,
Natation,200m nage libre femmes,22,22,HON,Julimar AVILA MANCIA,,
Natation,200m nage libre femmes,23,23,IND,Dhinidhi DESINGHU,,
Natation,200m nage libre femmes,24,24,EGY,Lojine ABDALLA SALAH,,
Natation,200m nage libre femmes,25,25,LAO,Ariana Southa DIRKZWAGER,,
Natation,200m nage libre femmes,26,26,PAK,Jehanara NABI,,
Natation,200m nage libre femmes,27,27,ALB,Kaltra MECA,,
Natation,200m nage libre femmes,28,28,UAE,Maha ALSHEHHI,,
Natation,200m nage libre femmes,29,29,KSA,Mashael Meshari A ALAYED,,
Natation,200m nage libre femmes,30,30,NEP,Duana LAMA,,
Natation,200m nage libre femmes,31,31,HUN,Nikolett PADAR,,
Taekwondo,80kg h,1,O,TUN,Firas KATOUSSI,,
Taekwondo,80kg h,2,A,IRI,Mehran BARKHORDARI,,
Taekwondo,80kg h,3,B,DEN,Edi HRNIC,,
Taekwondo,80kg h,4,B,ITA,Simone ALESSIO,,
Taekwondo,80kg h,5,=5,KOR,Geonwoo SEO,,
Taekwondo,80kg h,6,=5,USA,Cj NICKOLAS,,
Taekwondo,80kg h,7,=7,AUS,Leon SEJRANOVIC,,
Taekwondo,80kg h,8,=7,UZB,Jasurbek JAYSUNOV,,
Taekwondo,80kg h,9,=9,BRA,Henrique RODRIGUES FERNANDES,,
Taekwondo,80kg h,10,=9,BUR,Faysal SAWADOGO,,
Taekwondo,80kg h,11,=11,CHI,Joaquin CHURCHILL MARTINEZ,,
Taekwondo,80kg h,12,=11,EGY,Seif EISSA,,
Taekwondo,80kg h,13,=11,XXB,Farzad MANSOURI,,
Taekwondo,80kg h,14,=11,JOR,Saleh ELSHARABATY,,
Taekwondo,80kg h,15,=11,KAZ,Batyrkhan TOLEUGALI,,
Taekwondo,80kg h,16,=11,SRB,Stefan TAKOV,,
Taekwondo,80kg h,17,17,MLI,Ismael COULIBALY,,
Canoe-sprint,C1 1000m hommes,1,O,CZE,Martin FUKSA,3:43.16,
Canoe-sprint,C1 1000m hommes,2,A,BRA,Isaquias QUEIROZ,3:44.33,
Canoe-sprint,C1 1000m hommes,3,B,MDA,Serghei TARNOVSCHI,3:44.68,
Canoe-sprint,C1 1000m hommes,4,4,MIX,Zakhar PETROV,3:45.28,
Canoe-sprint,C1 1000m hommes,5,5,ITA,Carlo TACCHINI,3:48.97,
Canoe-sprint,C1 1000m hommes,6,6,POL,Wiktor GLAZUNOW,3:49.05,
Canoe-sprint,C1 1000m hommes,7,7,HUN,Balazs ADOLF,3:49.83,
Canoe-sprint,C1 1000m hommes,8,8,GER,Sebastian BRENDEL,3:51.44,
Canoe-sprint,C1 1000m hommes,9,9,ROU,Catalin CHIRILA,,
Canoe-sprint,C1 1000m hommes,10,10,CUB,Jose Ramon PELIER CORDOVA,,
Canoe-sprint,C1 1000m hommes,11,11,HUN,Daniel FEJES,,
Canoe-sprint,C1 1000m hommes,12,12,ESP,Pablo CRESPO,,
Canoe-sprint,C1 1000m hommes,13,13,CHN,Hao LIU,,
Canoe-sprint,C1 1000m hommes,14,14,CAN,Connor FITZPATRICK,,
Canoe-sprint,C1 1000m hommes,15,15,CHN,Bowen JI,,
Canoe-sprint,C1 1000m hommes,16,16,FRA,Adrien BART,,
Canoe-sprint,C1 1000m hommes,17,17,UKR,Pavlo ALTUKHOV,,
Canoe-sprint,C1 1000m hommes,18,18,IRI,Mohammad Nabi REZAEI,,
Canoe-sprint,C1 1000m hommes,19,19,ITA,Nicolae CRACIUN,,
Canoe-sprint,C1 1000m hommes,20,20,TPE,Kuan-Chieh LAI,,
Canoe-sprint,C1 1000m hommes,21,21,KAZ,Sergey YEMELYANOV,,
Canoe-sprint,C1 1000m hommes,22,22,XXB,Fernando Dayan JORGE ENRIQUEZ,,
Canoe-sprint,C1 1000m hommes,23,23,BRA,Mateus NUNES BASTOS DOS SANTOS,,
Canoe-sprint,C1 1000m hommes,24,24,ANG,Benilson SANDA,,
Canoe-sprint,C1 1000m hommes,25,25,TUN,Ghailene KHATTALI,,
Canoe-sprint,K2 500m femmes,1,O,NZL,Lisa CARRINGTON / Alicia HOSKIN,1:37.28,
Canoe-sprint,K2 500m femmes,2,A,HUN,Tamara CSIPES / Alida Dora GAZSO,1:39.39,
Canoe-sprint,K2 500m femmes,3,B,GER,Paulina PASZEK / Jule HAKE,1:39.46,
Canoe-sprint,K2 500m femmes,4,B,HUN,Noemi PUPP / Sara FOJT,1:39.46,
Canoe-sprint,K2 500m femmes,5,5,BEL,Hermien PETERS / Lize BROEKX,1:39.84,
Canoe-sprint,K2 500m femmes,6,6,GER,Lena ROEHLINGS / Pauline JAGSCH,1:40.09,
Canoe-sprint,K2 500m femmes,7,7,AUS,Ella BEERE / Alyssa BULL,1:40.94,
Canoe-sprint,K2 500m femmes,8,8,NED,Selma KONIJN / Ruth VORSSELMAN,1:41.26,
Canoe-sprint,K2 500m femmes,9,9,SWE,Linnea STENSILS / Moa WIKBERG,1:42.05,
Canoe-sprint,K2 500m femmes,10,10,MEX,Karina ALANIS MORALES / Beatriz BRIONES FRAGOZA,1:43.70,
Canoe-sprint,K2 500m femmes,11,11,POL,Martyna KLATT / Helena WISNIEWSKA,1:43.82,
Canoe-sprint,K2 500m femmes,12,12,POL,Karolina NAJA / Anna PULAWSKA,1:44.50,
Canoe-sprint,K2 500m femmes,13,13,FRA,Manon HOSTENS / Vanina PAOLETTI,1:45.18,
Canoe-sprint,K2 500m femmes,14,14,CHN,Shimeng YU / Yule CHEN,1:46.26,
Canoe-sprint,K2 500m femmes,15,15,CAN,Courtney STOTT / Natalie DAVISON,1:46.96,
Canoe-sprint,K2 500m femmes,16,16,ESP,Carolina GARCIA OTERO / Sara OUZANDE,,
Canoe-sprint,K2 500m femmes,17,17,DEN,Emma JORGENSEN / Frederikke Hauge MATTHIESEN,1:42.61,
Canoe-sprint,K2 500m femmes,18,18,NOR,Maria VIRIK / Anna Margrete SLETSJOEE,1:43.28,
Canoe-sprint,K2 500m femmes,19,19,NZL,Aimee FISHER / Lucy MATEHAERE,1:44.45,
Canoe-sprint,K2 500m femmes,20,20,RSA,Tiffany Amber KOCH / Esti OLIVIER,1:46.40,
Tir,Skeet h,1,O,USA,Vincent HANCOCK,58,
Tir,Skeet h,2,A,USA,Conner Lynn PRINCE,57,
Tir,Skeet h,3,B,TPE,Meng Yuan LEE,45,
Tir,Skeet h,4,4,ITA,Tammaro CASSANDRO,36,
Tir,Skeet h,5,5,SWE,Stefan NILSSON,27,
Tir,Skeet h,6,6,PER,Nicolas PACHECO ESPINOSA,17,
Tir,Skeet h,7,7,ITA,Gabriele ROSSETTI,,
Tir,Skeet h,8,8,GER,Sven KORTE,,
Tir,Skeet h,9,9,FRA,Eric DELAUNAY,,
Tir,Skeet h,10,10,EGY,Azmy MEHELBA,,
Tir,Skeet h,11,11,GRE,Efthimios MITAS,,
Tir,Skeet h,12,12,CZE,Jakub TOMECEK,,
Tir,Skeet h,13,13,KUW,Mohammad ALDAIHANI,,
Tir,Skeet h,14,14,DEN,Jesper HANSEN,,
Tir,Skeet h,15,15,QAT,Rashid HAMAD,,
Tir,Skeet h,16,16,KOR,Minsu KIM,,
Tir,Skeet h,17,17,CHN,Jianlin LYU,,
Tir,Skeet h,18,18,SWE,Marcus SVENSSON,,
Tir,Skeet h,19,19,GRE,Charalambos CHALKIADAKIS,,
Tir,Skeet h,20,20,FIN,Eetu KALLIOINEN,,
Tir,Skeet h,21,21,GUA,Sebastian BERMUDEZ LABBE,,
Tir,Skeet h,22,22,NOR,Erik WATNDAL,,
Tir,Skeet h,23,23,ISL,Hakon SVAVARSSON,,
Tir,Skeet h,24,24,IND,Anant Jeet Singh NARUKA,,
Tir,Skeet h,25,25,AUS,Joshua BELL,,
Tir,Skeet h,26,26,KAZ,Eduard YECHSHENKO,,
Tir,Skeet h,27,27,ARG,Federico GIL,,
Tir,Skeet h,28,28,EST,Peeter JUERISSON,,
Tir,Skeet h,29,29,EGY,Omar IBRAHIM,,
Tir,Skeet h,30,30,PLE,Jorge Antonio SALHE,,
Halterophilie,Plus de 102kg hommes,1,O,GEO,Lasha TALAKHADZE,470,
Halterophilie,Plus de 102kg hommes,2,A,ARM,Varazdat LALAYAN,467,
Halterophilie,Plus de 102kg hommes,3,B,BRN,Gor MINASYAN,461,
Halterophilie,Plus de 102kg hommes,4,4,IRI,Ali DAVOUDI,447,
Halterophilie,Plus de 102kg hommes,5,5,SYR,Man ASAAD,438,
Halterophilie,Plus de 102kg hommes,6,6,IRQ,Ali Ammar Yusur RUBAIAWI,437,
Halterophilie,Plus de 102kg hommes,7,7,EGY,Abdelrahman EL SAYED,416,
Halterophilie,Plus de 102kg hommes,8,8,NZL,David Andrew LITI,415,
Halterophilie,Plus de 102kg hommes,9,9,EST,Mart SEIM,400,
Halterophilie,Plus de 102kg hommes,10,10,JPN,Eishiro MURAKAMI,400,
Halterophilie,Plus de 102kg hommes,11,11,CZE,Kamil KUCERA,250,
Halterophilie,Plus de 102kg hommes,12,,ALG,Walid BIDANI,N'a pas terminé,
Tir-a-l-arc,Equipes femmes,1,O,N/A,République de Corée,,
Tir-a-l-arc,Equipes femmes,2,A,N/A,République populaire de Chine,,
Tir-a-l-arc,Equipes femmes,3,B,N/A,Mexique,,
Tir-a-l-arc,Equipes femmes,4,4,N/A,Pays-Bas,,
Tir-a-l-arc,Equipes femmes,5,5,N/A,Chinese Taipei,,
Tir-a-l-arc,Equipes femmes,6,6,N/A,Allemagne,,
Tir-a-l-arc,Equipes femmes,7,7,N/A,Indonésie,,
Tir-a-l-arc,Equipes femmes,8,8,N/A,Inde,,
Tir-a-l-arc,Equipes femmes,9,=9,N/A,France,,
Tir-a-l-arc,Equipes femmes,10,=9,N/A,Grande-Bretagne,,
Tir-a-l-arc,Equipes femmes,11,=9,N/A,Malaisie,,
Tir-a-l-arc,Equipes femmes,12,=9,N/A,États-Unis d'Amérique,,
Athletisme,100m haies femmes,1,O,USA,Masai RUSSELL,12.33,
Athletisme,100m haies femmes,2,A,FRA,Cyrena SAMBA-MAYELA,12.34,
Athletisme,100m haies femmes,3,B,PUR,Jasmine CAMACHO-QUINN,12.36,
Athletisme,100m haies femmes,4,4,NED,Nadine VISSER,12.43,
Athletisme,100m haies femmes,5,5,USA,Grace Elizabeth STARK,12.43,
Athletisme,100m haies femmes,6,6,BAH,Devynne CHARLTON,12.56,
Athletisme,100m haies femmes,7,7,USA,Alaysha JOHNSON,12.93,
Athletisme,100m haies femmes,8,,JAM,Ackera NUGENT,N'a pas terminé,
Athletisme,100m haies femmes,9,,ECU,Maribel Vanessa CAICEDO VERNAZA,,
Athletisme,100m haies femmes,10,,AUS,Liz CLAY,,
Athletisme,100m haies femmes,11,,CAN,Mariam ABDUL-RASHID,,
Athletisme,100m haies femmes,12,,LBR,Ebony MORRISON,,
Athletisme,100m haies femmes,13,,CHN,Yuwei LIN,,
Athletisme,100m haies femmes,14,,JAM,Janeek BROWN,,
Athletisme,100m haies femmes,15,,VEN,Yoveinny MOTA,,
Athletisme,100m haies femmes,16,,POL,Pia SKRZYSZOWSKA,,
Athletisme,100m haies femmes,17,,JAM,Danielle WILLIAMS,,
Athletisme,100m haies femmes,18,,SVK,Viktoria FORSTER,,
Athletisme,100m haies femmes,19,,AUS,Michelle JENNEKE,,
Athletisme,100m haies femmes,20,,FIN,Lotta HARALA,,
Athletisme,100m haies femmes,21,,NED,Maayke TJIN-A-LIM,,
Athletisme,100m haies femmes,22,,SUI,Ditaji KAMBUNDJI,,
Athletisme,100m haies femmes,23,,GBR,Cindy OFILI,,
Athletisme,100m haies femmes,24,,AUS,Celeste MUCCI,,
Athletisme,100m haies femmes,25,,BAH,Denisha CARTWRIGHT,,
Athletisme,100m haies femmes,26,,FIN,Reetta HURSKE,,
Athletisme,100m haies femmes,27,,HUN,Greta KEREKES,,
Athletisme,100m haies femmes,28,,CAN,Michelle HARRISON,,
